<?xml version="1.0" encoding="utf-8"?>
<Catalog>
  <CatalogType>SAO J2000 Star Catalog (from HEASARC)</CatalogType>
  <Description>Smithsonian Astrophysical Observatory Star Catalog</Description>
  <VisualMagnitudeLimit>6.5</VisualMagnitudeLimit>
  <Epoch>2000.0</Epoch>
  <Author>SAO</Author>
  <Date>2007-10-31 18:05:07</Date>
  <Source>http://heasarc.gsfc.nasa.gov/W3Browse/star-catalog/sao.html</Source>
  <Comments>
    Catalog covers 88 Constellations and contains 9023 Objects.
    File was saved: Mon Jul 06 16:58:37 EDT 2015
    File was created and filtered by J. L. Lawrence
  </Comments>
  <DataFormatDescrip>
    The format for star catalogs requires that the objects in the catalog
    be sorted by constellation (i.e., constellation abbreviated name) and then by
    object name within the constellations. The data below, sorted by constellation
    and then by object name, is saved as comma delimited fields as follows:
    Name,RA,Decl,mV,Constellation,Alternate Name,Comment
    IMPORTANT NOTE: Because commas are used as field delimiters, commas must **NOT**
    be included in the Name, Alternate Name, or Comment fields!
  </DataFormatDescrip>
  <Data>
    SAO 193326,1.830235,-38.403803,6.500000,For,,
    SAO 193368,1.889769,-38.594653,6.100000,For,,
    SAO 193396,1.942968,-32.138303,6.500000,For,,
    SAO 193422,1.974113,-33.066861,6.300000,For,,
    SAO 193455,2.020763,-30.001786,5.400000,For,,
    SAO 193573,2.215142,-30.723847,5.200000,For,,
    SAO 193723,2.467133,-33.810975,5.200000,For,,
    SAO 193727,2.476513,-31.102458,6.100000,For,,
    SAO 193759,2.537450,-36.427389,6.300000,For,,
    SAO 193763,2.551953,-34.650003,5.900000,For,,
    SAO 193795,2.602573,-30.044750,5.800000,For,,
    SAO 193811,2.616280,-34.578233,5.800000,For,,
    SAO 193829,2.638518,-30.194403,5.800000,For,,
    SAO 193834,2.640193,-37.990689,6.500000,For,,
    SAO 193846,2.667367,-30.633831,6.500000,For,,
    SAO 193873,2.701821,-38.383939,5.900000,For,,
    SAO 193888,2.739016,-32.524944,6.100000,For,,
    SAO 193916,2.792695,-35.550697,6.500000,For,,
    SAO 193931,2.818184,-32.405956,4.500000,For,,
    SAO 193940,2.837448,-35.843642,5.800000,For,,
    SAO 193944,2.844560,-35.675997,5.500000,For,,
    SAO 193951,2.865360,-30.814467,6.400000,For,,
    SAO 193965,2.892869,-38.436839,5.900000,For,,
    SAO 194002,2.953637,-29.855297,6.300000,For,,
    SAO 194007,2.959072,-38.191033,6.300000,For,,
    SAO 194023,2.993958,-32.507508,6.300000,For,,
    SAO 194163,3.217091,-35.943794,6.200000,For,,
    SAO 194268,3.395725,-32.707269,6.500000,For,,
    SAO 194289,3.432156,-35.920894,6.300000,For,,
    SAO 194312,3.459269,-35.681711,5.700000,For,,
    SAO 194318,3.469851,-35.853303,6.500000,For,,
    SAO 194375,3.565785,-31.080278,6.200000,For,,
    SAO 194379,3.575979,-31.874736,6.400000,For,,
    SAO 194467,3.704145,-31.938353,4.900000,For,,
    SAO 194535,3.798903,-30.168222,5.600000,For,,
    SAO 59521,6.828129,32.607033,5.800000,Gem,,
    SAO 59570,6.879816,33.961217,3.600000,Gem,,
    SAO 59631,6.950148,33.680983,6.000000,Gem,,
    SAO 59697,7.021442,32.414389,6.500000,Gem,,
    SAO 59773,7.103216,34.473956,5.600000,Gem,,
    SAO 59794,7.122863,34.009411,6.100000,Gem,,
    SAO 59806,7.137003,33.832256,6.500000,Gem,,
    SAO 59858,7.185658,30.245264,4.500000,Gem,,
    SAO 59964,7.301091,30.956144,6.000000,Gem,,
    SAO 60118,7.485186,31.784336,4.200000,Gem,,
    SAO 60198,7.576665,31.888483,1.600000,Gem,,
    SAO 60204,7.585760,30.961058,5.300000,Gem,,
    SAO 60243,7.642457,35.048589,5.600000,Gem,,
    SAO 60247,7.652763,34.584419,4.900000,Gem,,
    SAO 60254,7.665030,32.009658,6.100000,Gem,,
    SAO 60291,7.712097,34.000233,6.000000,Gem,,
    SAO 60340,7.791762,33.415700,5.300000,Gem,,
    SAO 60379,7.850653,33.233569,6.000000,Gem,,
    SAO 77837,6.016791,27.572333,6.100000,Gem,,
    SAO 77858,6.028228,22.400839,6.300000,Gem,,
    SAO 77915,6.068669,23.263350,4.300000,Gem,,
    SAO 78045,6.158991,22.190033,6.000000,Gem,,
    SAO 78050,6.162234,23.113450,5.800000,Gem,,
    SAO 78079,6.192300,24.420167,5.900000,Gem,,
    SAO 78098,6.205314,22.908469,6.300000,Gem,,
    SAO 78135,6.247958,22.506761,3.700000,Gem,,
    SAO 78168,6.271956,23.969944,6.100000,Gem,,
    SAO 78176,6.282974,23.740900,6.300000,Gem,,
    SAO 78297,6.382672,22.513547,3.200000,Gem,,
    SAO 78349,6.425811,23.326969,6.000000,Gem,,
    SAO 78395,6.462923,20.789353,6.500000,Gem,,
    SAO 78402,6.465734,20.496125,6.100000,Gem,,
    SAO 78417,6.482397,26.967742,6.500000,Gem,,
    SAO 78423,6.482718,20.212069,4.100000,Gem,,
    SAO 78557,6.624225,24.590942,6.400000,Gem,,
    SAO 78586,6.651454,22.030822,6.300000,Gem,,
    SAO 78596,6.658719,24.599889,6.500000,Gem,,
    SAO 78636,6.689156,28.196433,6.500000,Gem,,
    SAO 78682,6.732201,25.131081,3.200000,Gem,,
    SAO 78691,6.741689,20.693025,6.200000,Gem,,
    SAO 78692,6.745954,28.970875,5.500000,Gem,,
    SAO 78717,6.769550,23.371319,6.500000,Gem,,
    SAO 78805,6.859171,21.761225,5.200000,Gem,,
    SAO 78816,6.866665,23.601672,5.800000,Gem,,
    SAO 78866,6.921846,25.375614,5.800000,Gem,,
    SAO 78929,6.979825,26.081086,6.100000,Gem,,
    SAO 78947,6.991087,25.914183,6.300000,Gem,,
    SAO 78999,7.040216,24.215428,5.200000,Gem,,
    SAO 79009,7.058450,29.337117,6.000000,Gem,,
    SAO 79031,7.068478,20.570275,3.900000,Gem,,
    SAO 79042,7.088431,22.637358,5.900000,Gem,,
    SAO 79066,7.123601,28.177197,6.200000,Gem,,
    SAO 79070,7.122608,22.703503,6.500000,Gem,,
    SAO 79131,7.168541,21.246914,6.500000,Gem,,
    SAO 79141,7.189737,26.856450,5.600000,Gem,,
    SAO 79162,7.207322,24.128456,5.800000,Gem,,
    SAO 79170,7.213618,27.224750,6.400000,Gem,,
    SAO 79199,7.244984,24.884911,6.000000,Gem,,
    SAO 79221,7.265873,27.897517,5.900000,Gem,,
    SAO 79241,7.284253,26.689386,6.500000,Gem,,
    SAO 79294,7.335379,21.982331,3.500000,Gem,,
    SAO 79328,7.365786,20.443542,5.200000,Gem,,
    SAO 79352,7.391250,25.050678,5.100000,Gem,,
    SAO 79354,7.391161,22.945356,6.000000,Gem,,
    SAO 79366,7.409288,27.637947,5.700000,Gem,,
    SAO 79374,7.428777,27.798067,3.900000,Gem,,
    SAO 79386,7.447290,21.535753,6.500000,Gem,,
    SAO 79391,7.448967,20.257317,5.900000,Gem,,
    SAO 79403,7.462322,21.445125,5.300000,Gem,,
    SAO 79427,7.488999,28.118186,5.000000,Gem,,
    SAO 79434,7.496871,27.916156,5.100000,Gem,,
    SAO 79489,7.547391,22.887681,6.400000,Gem,,
    SAO 79533,7.598706,26.895694,4.200000,Gem,,
    SAO 79562,7.637353,24.360206,6.300000,Gem,,
    SAO 79580,7.653316,24.222514,6.000000,Gem,,
    SAO 79607,7.682908,23.018833,6.200000,Gem,,
    SAO 79638,7.721871,28.883478,4.300000,Gem,,
    SAO 79641,7.722820,22.399383,6.300000,Gem,,
    SAO 79650,7.735238,25.784286,5.400000,Gem,,
    SAO 79653,7.740793,24.397972,3.700000,Gem,,
    SAO 79665,7.752581,20.316261,6.300000,Gem,,
    SAO 79666,7.755262,28.026189,1.200000,Gem,,
    SAO 79704,7.809344,23.141200,6.200000,Gem,,
    SAO 79774,7.891611,26.765761,5.000000,Gem,,
    SAO 79799,7.927743,19.883975,5.400000,Gem,,
    SAO 79896,8.058632,27.794311,5.000000,Gem,,
    SAO 95572,6.357207,17.763744,6.500000,Gem,,
    SAO 95719,6.474438,16.238314,6.300000,Gem,,
    SAO 95765,6.519467,16.938561,6.200000,Gem,,
    SAO 95778,6.527048,15.903428,6.400000,Gem,,
    SAO 95830,6.560037,14.155194,5.600000,Gem,,
    SAO 95912,6.628535,16.399278,1.900000,Gem,,
    SAO 95963,6.663220,12.983136,5.900000,Gem,,
    SAO 95996,6.689395,16.397433,6.200000,Gem,,
    SAO 96015,6.706756,17.645264,5.100000,Gem,,
    SAO 96051,6.733137,13.227875,4.600000,Gem,,
    SAO 96074,6.754822,12.895550,3.400000,Gem,,
    SAO 96084,6.765059,12.693639,6.400000,Gem,,
    SAO 96111,6.789847,18.193344,6.200000,Gem,,
    SAO 96161,6.830506,16.202900,5.700000,Gem,,
    SAO 96179,6.840411,13.413269,5.900000,Gem,,
    SAO 96265,6.910745,13.177756,4.700000,Gem,,
    SAO 96314,6.957139,11.907617,6.200000,Gem,,
    SAO 96363,7.004386,16.078953,5.900000,Gem,,
    SAO 96403,7.038178,15.336172,5.900000,Gem,,
    SAO 96407,7.040420,17.755944,6.200000,Gem,,
    SAO 96409,7.042632,16.674256,6.000000,Gem,,
    SAO 96429,7.060564,10.951614,5.300000,Gem,,
    SAO 96432,7.064347,12.594478,6.200000,Gem,,
    SAO 96535,7.139450,15.930744,5.600000,Gem,,
    SAO 96638,7.222854,16.158969,5.300000,Gem,,
    SAO 96746,7.301545,16.540381,3.600000,Gem,,
    SAO 96783,7.335248,15.142892,6.500000,Gem,,
    SAO 96866,7.407704,15.517258,6.400000,Gem,,
    SAO 96930,7.479806,15.109467,6.100000,Gem,,
    SAO 96985,7.530110,17.085950,5.600000,Gem,,
    SAO 97016,7.560131,15.826644,5.100000,Gem,,
    SAO 97120,7.657946,17.674642,5.200000,Gem,,
    SAO 97136,7.679793,13.770942,6.500000,Gem,,
    SAO 97154,7.697726,13.480508,6.100000,Gem,,
    SAO 97157,7.700892,14.208567,5.800000,Gem,,
    SAO 97221,7.768739,18.510019,5.000000,Gem,,
    SAO 97273,7.817210,13.370789,6.300000,Gem,,
    SAO 97318,7.865761,19.325206,6.100000,Gem,,
    SAO 213248,21.741532,-38.552481,6.300000,Gru,,
    SAO 213374,21.898818,-37.364856,3.200000,Gru,,
    SAO 213414,21.939671,-37.253472,5.500000,Gru,,
    SAO 213427,21.950619,-37.747056,6.200000,Gru,,
    SAO 213452,21.988297,-38.395203,5.600000,Gru,,
    SAO 213543,22.101926,-39.543258,4.600000,Gru,,
    SAO 213850,22.477556,-39.131928,5.500000,Gru,,
    SAO 214134,22.850616,-39.156919,5.400000,Gru,,
    SAO 214182,22.920805,-36.388656,6.400000,Gru,,
    SAO 214261,23.042769,-36.420936,6.500000,Gru,,
    SAO 214313,23.114899,-38.892108,5.600000,Gru,,
    SAO 230726,21.534958,-41.179500,5.400000,Gru,,
    SAO 230737,21.556533,-44.848761,5.700000,Gru,,
    SAO 230741,21.571389,-42.925136,6.400000,Gru,,
    SAO 230846,21.804374,-47.303689,5.800000,Gru,,
    SAO 230992,22.137226,-46.961056,2.200000,Gru,,
    SAO 231005,22.166098,-48.107169,6.400000,Gru,,
    SAO 231045,22.244055,-41.381611,6.400000,Gru,,
    SAO 231053,22.259745,-44.451994,6.200000,Gru,,
    SAO 231055,22.260272,-41.346628,4.900000,Gru,,
    SAO 231063,22.274069,-41.627381,5.200000,Gru,,
    SAO 231111,22.385554,-45.928264,5.800000,Gru,,
    SAO 231154,22.487832,-43.495647,4.000000,Gru,,
    SAO 231161,22.495968,-43.749317,4.300000,Gru,,
    SAO 231211,22.608132,-40.582700,6.100000,Gru,,
    SAO 231217,22.616328,-40.591150,5.800000,Gru,,
    SAO 231257,22.710241,-47.210647,6.300000,Gru,,
    SAO 231258,22.711130,-46.884700,2.200000,Gru,,
    SAO 231260,22.711984,-44.247911,6.300000,Gru,,
    SAO 231265,22.725023,-41.414353,4.900000,Gru,,
    SAO 231278,22.761316,-46.547467,5.400000,Gru,,
    SAO 231287,22.774531,-49.685800,6.500000,Gru,,
    SAO 231343,22.893865,-48.598142,6.300000,Gru,,
    SAO 231364,22.946600,-47.969142,5.900000,Gru,,
    SAO 231419,23.066541,-41.478447,5.800000,Gru,,
    SAO 231444,23.114672,-43.520572,4.400000,Gru,,
    SAO 231445,23.119304,-49.606653,6.300000,Gru,,
    SAO 231464,23.165925,-42.860522,5.800000,Gru,,
    SAO 231465,23.169394,-40.591556,6.000000,Gru,,
    SAO 231468,23.172658,-45.246636,4.100000,Gru,,
    SAO 231512,23.249622,-41.105500,5.800000,Gru,,
    SAO 231532,23.277693,-44.489069,5.900000,Gru,,
    SAO 231533,23.280503,-41.194461,6.500000,Gru,,
    SAO 231539,23.302758,-40.824522,5.500000,Gru,,
    SAO 231587,23.395935,-43.124403,6.100000,Gru,,
    SAO 247400,22.304319,-53.627756,5.400000,Gru,,
    SAO 247570,22.760529,-53.500044,4.900000,Gru,,
    SAO 247593,22.809249,-51.316811,3.700000,Gru,,
    SAO 247680,23.014676,-52.754106,4.200000,Gru,,
    SAO 247683,23.018747,-50.950136,5.600000,Gru,,
    SAO 247711,23.077665,-53.965197,5.300000,Gru,,
    SAO 247739,23.120742,-50.686289,6.100000,Gru,,
    SAO 247838,23.347212,-50.306619,6.200000,Gru,,
    SAO 247851,23.389464,-55.553028,6.500000,Gru,,
    SAO 247854,23.398416,-53.808378,6.500000,Gru,,
    SAO 247858,23.403640,-51.891250,5.700000,Gru,,
    SAO 247874,23.443478,-52.721592,5.500000,Gru,,
    SAO 29737,15.984516,49.881028,5.900000,Her,,
    SAO 45772,15.877925,42.451597,4.600000,Her,,
    SAO 45788,15.910517,43.138525,5.500000,Her,,
    SAO 45790,15.925159,42.566111,5.600000,Her,,
    SAO 45863,16.044278,47.240308,5.800000,Her,,
    SAO 45865,16.046640,46.036789,4.600000,Her,,
    SAO 45911,16.146162,44.934914,4.300000,Her,,
    SAO 45933,16.173410,43.817564,6.500000,Her,,
    SAO 45957,16.196555,42.374614,6.000000,Her,,
    SAO 46025,16.319792,49.038250,6.200000,Her,,
    SAO 46028,16.329012,46.313372,3.900000,Her,,
    SAO 46090,16.442242,47.957650,6.500000,Her,,
    SAO 46108,16.477367,41.881806,5.000000,Her,,
    SAO 46128,16.501679,48.960928,6.200000,Her,,
    SAO 46147,16.529794,45.598442,5.500000,Her,,
    SAO 46161,16.568388,42.437036,4.300000,Her,,
    SAO 46184,16.603107,46.613553,6.000000,Her,,
    SAO 46210,16.645797,48.928439,5.100000,Her,,
    SAO 46262,16.753258,43.217256,6.100000,Her,,
    SAO 46288,16.788816,42.239000,6.100000,Her,,
    SAO 46305,16.820625,45.983283,4.900000,Her,,
    SAO 46311,16.827917,43.430467,6.400000,Her,,
    SAO 46317,16.843351,41.896694,6.300000,Her,,
    SAO 46349,16.888231,47.416928,6.300000,Her,,
    SAO 46401,16.963939,42.512203,6.400000,Her,,
    SAO 46476,17.080503,48.803992,6.300000,Her,,
    SAO 46478,17.084710,43.812303,6.400000,Her,,
    SAO 46502,17.129638,40.516089,6.300000,Her,,
    SAO 46524,17.159212,40.777075,5.100000,Her,,
    SAO 46561,17.194514,49.746786,6.000000,Her,,
    SAO 46645,17.339202,46.240931,5.800000,Her,,
    SAO 46651,17.342677,48.188403,6.300000,Her,,
    SAO 46664,17.362114,39.974519,5.700000,Her,,
    SAO 46723,17.445624,48.260075,5.800000,Her,,
    SAO 46792,17.552013,41.243458,5.800000,Her,,
    SAO 46838,17.610458,48.585683,5.500000,Her,,
    SAO 46872,17.657748,46.006342,3.800000,Her,,
    SAO 46954,17.785591,47.612206,6.300000,Her,,
    SAO 46997,17.834260,48.394167,6.400000,Her,,
    SAO 47009,17.853901,40.072456,6.500000,Her,,
    SAO 47037,17.888350,40.007961,5.100000,Her,,
    SAO 47080,17.946791,45.350967,6.200000,Her,,
    SAO 47106,17.981203,45.476208,6.200000,Her,,
    SAO 47121,17.998921,45.501383,5.900000,Her,,
    SAO 47173,18.052497,48.464333,6.100000,Her,,
    SAO 47193,18.078672,40.084175,6.500000,Her,,
    SAO 47195,18.083542,41.946603,6.400000,Her,,
    SAO 47233,18.118409,49.710442,6.300000,Her,,
    SAO 47237,18.124663,43.461792,5.100000,Her,,
    SAO 47305,18.211824,41.146839,6.400000,Her,,
    SAO 64988,15.958292,39.695306,6.400000,Her,,
    SAO 65233,16.332004,39.708589,5.500000,Her,,
    SAO 65290,16.423369,37.394086,5.500000,Her,,
    SAO 65356,16.517475,35.224886,6.500000,Her,,
    SAO 65485,16.688116,31.602944,3.000000,Her,,
    SAO 65504,16.714938,38.922361,3.600000,Her,,
    SAO 65512,16.731030,34.038708,5.900000,Her,,
    SAO 65595,16.845309,32.553661,6.300000,Her,,
    SAO 65627,16.882790,31.701653,5.400000,Her,,
    SAO 65716,17.004829,30.926467,3.900000,Her,,
    SAO 65736,17.026765,33.568261,5.300000,Her,,
    SAO 65766,17.064868,34.790319,6.000000,Her,,
    SAO 65812,17.133901,35.935333,5.400000,Her,,
    SAO 65890,17.250789,36.809197,3.400000,Her,,
    SAO 65913,17.288762,33.100131,4.600000,Her,,
    SAO 65921,17.294530,37.291547,4.800000,Her,,
    SAO 65930,17.306458,38.811456,6.000000,Her,,
    SAO 65963,17.344323,32.467739,5.400000,Her,,
    SAO 66000,17.394632,37.146725,5.500000,Her,,
    SAO 66001,17.394718,37.145969,4.500000,Her,,
    SAO 66006,17.400621,38.582828,6.400000,Her,,
    SAO 66014,17.407521,36.951983,6.500000,Her,,
    SAO 66054,17.446132,34.695811,5.900000,Her,,
    SAO 66102,17.511202,38.882228,6.500000,Her,,
    SAO 66103,17.515393,31.158300,5.800000,Her,,
    SAO 66118,17.533626,34.270794,6.500000,Her,,
    SAO 66165,17.595109,37.301222,6.100000,Her,,
    SAO 66175,17.610213,30.785158,5.800000,Her,,
    SAO 66214,17.647152,32.739414,6.500000,Her,,
    SAO 66231,17.665968,31.202553,6.300000,Her,,
    SAO 66243,17.678098,31.287514,6.400000,Her,,
    SAO 66273,17.703706,38.070642,6.300000,Her,,
    SAO 66311,17.761159,31.504772,6.300000,Her,,
    SAO 66315,17.764941,38.881333,6.500000,Her,,
    SAO 66402,17.867975,39.982078,6.100000,Her,,
    SAO 66485,17.937554,37.250544,4.000000,Her,,
    SAO 66518,17.968065,32.648397,6.500000,Her,,
    SAO 66524,17.975048,30.189436,4.500000,Her,,
    SAO 66531,17.978416,36.287675,6.000000,Her,,
    SAO 66551,18.010109,33.213794,6.100000,Her,,
    SAO 66562,18.026640,33.311486,6.300000,Her,,
    SAO 66626,18.097102,32.230519,5.900000,Her,,
    SAO 66648,18.117088,30.561978,5.200000,Her,,
    SAO 66666,18.133951,36.401344,5.700000,Her,,
    SAO 66700,18.160410,38.457622,6.400000,Her,,
    SAO 66703,18.166384,36.466447,5.900000,Her,,
    SAO 66733,18.195855,33.446958,5.900000,Her,,
    SAO 66737,18.198386,31.405242,5.000000,Her,,
    SAO 66765,18.217989,38.773569,5.900000,Her,,
    SAO 84240,16.193881,23.494758,6.000000,Her,,
    SAO 84306,16.334536,21.132608,6.100000,Her,,
    SAO 84411,16.503667,21.489581,2.800000,Her,,
    SAO 84416,16.509340,20.479289,5.300000,Her,,
    SAO 84423,16.520390,22.195347,6.000000,Her,,
    SAO 84536,16.683507,24.858839,6.200000,Her,,
    SAO 84543,16.693526,26.916839,5.900000,Her,,
    SAO 84641,16.844157,29.806572,5.900000,Her,,
    SAO 84651,16.862578,24.656444,5.200000,Her,,
    SAO 84655,16.863893,28.666222,6.500000,Her,,
    SAO 84687,16.915324,20.958508,5.500000,Her,,
    SAO 84692,16.917255,25.730628,6.300000,Her,,
    SAO 84726,16.961755,24.381050,6.400000,Her,,
    SAO 84758,17.016146,22.632119,5.700000,Her,,
    SAO 84765,17.019323,27.196414,6.400000,Her,,
    SAO 84776,17.038522,25.505461,6.000000,Her,,
    SAO 84835,17.105012,22.083992,5.700000,Her,,
    SAO 84896,17.184211,24.237756,6.200000,Her,,
    SAO 84951,17.250531,24.839228,3.200000,Her,,
    SAO 84955,17.261550,23.742756,6.100000,Her,,
    SAO 84982,17.293297,23.090706,6.500000,Her,,
    SAO 85001,17.313473,28.823044,5.800000,Her,,
    SAO 85016,17.336069,25.537525,5.300000,Her,,
    SAO 85021,17.348384,24.499525,5.100000,Her,,
    SAO 85028,17.358666,28.758183,6.300000,Her,,
    SAO 85062,17.401833,22.960178,5.700000,Her,,
    SAO 85080,17.433570,26.878722,6.400000,Her,,
    SAO 85095,17.446976,20.081011,5.400000,Her,,
    SAO 85163,17.512309,26.110694,4.500000,Her,,
    SAO 85182,17.530433,28.407531,5.600000,Her,,
    SAO 85232,17.599894,20.996222,5.800000,Her,,
    SAO 85236,17.602184,28.184731,6.500000,Her,,
    SAO 85264,17.625306,24.309903,5.700000,Her,,
    SAO 85310,17.684858,24.513428,6.500000,Her,,
    SAO 85334,17.700468,27.645225,6.500000,Her,,
    SAO 85344,17.707878,24.564025,5.600000,Her,,
    SAO 85347,17.710130,29.417978,6.500000,Her,,
    SAO 85360,17.722656,24.327744,5.700000,Her,,
    SAO 85397,17.774326,27.720722,3.500000,Her,,
    SAO 85429,17.806878,20.565464,5.800000,Her,,
    SAO 85437,17.813652,25.622819,5.300000,Her,,
    SAO 85464,17.839684,29.322206,5.600000,Her,,
    SAO 85468,17.846770,22.316381,5.900000,Her,,
    SAO 85545,17.923664,26.050022,5.500000,Her,,
    SAO 85552,17.930784,22.464217,5.700000,Her,,
    SAO 85575,17.953960,23.995964,6.400000,Her,,
    SAO 85590,17.962753,29.247925,3.800000,Her,,
    SAO 85647,18.024979,21.595192,5.200000,Her,,
    SAO 85648,18.025119,21.595611,5.100000,Her,,
    SAO 85672,18.039748,20.833569,5.100000,Her,,
    SAO 85676,18.041702,22.923153,6.100000,Her,,
    SAO 85706,18.077836,23.942361,6.300000,Her,,
    SAO 85718,18.091713,21.646917,6.400000,Her,,
    SAO 85725,18.100531,22.218803,5.300000,Her,,
    SAO 85750,18.125709,28.762511,3.800000,Her,,
    SAO 85752,18.130426,26.097372,6.000000,Her,,
    SAO 85753,18.130428,26.101381,5.900000,Her,,
    SAO 85769,18.145980,20.814472,4.300000,Her,,
    SAO 85770,18.148016,20.045247,5.200000,Her,,
    SAO 85836,18.221260,21.880247,6.300000,Her,,
    SAO 85856,18.245559,29.207108,6.500000,Her,,
    SAO 85921,18.319640,24.445919,5.500000,Her,,
    SAO 85933,18.331135,29.666233,6.100000,Her,,
    SAO 85941,18.338307,21.961358,5.000000,Her,,
    SAO 85947,18.340362,28.983714,6.500000,Her,,
    SAO 85956,18.349184,29.859025,5.500000,Her,,
    SAO 85957,18.350284,28.869989,5.000000,Her,,
    SAO 85975,18.369082,23.285142,5.700000,Her,,
    SAO 86003,18.394969,21.769728,3.900000,Her,,
    SAO 86019,18.416238,27.395319,6.200000,Her,,
    SAO 86043,18.432999,29.828950,5.700000,Her,,
    SAO 86060,18.444688,26.449333,6.400000,Her,,
    SAO 86115,18.493253,23.866100,5.700000,Her,,
    SAO 86175,18.546147,23.616886,6.000000,Her,,
    SAO 86203,18.572097,20.466511,6.400000,Her,,
    SAO 86224,18.591779,23.605653,5.800000,Her,,
    SAO 86393,18.744513,23.589853,6.200000,Her,,
    SAO 86405,18.759911,21.984889,6.400000,Her,,
    SAO 86406,18.761034,20.546328,4.300000,Her,,
    SAO 86451,18.804551,23.514033,6.000000,Her,,
    SAO 86459,18.815426,24.056106,6.500000,Her,,
    SAO 86521,18.871233,21.425153,5.300000,Her,,
    SAO 86567,18.912472,22.645203,4.600000,Her,,
    SAO 101879,16.020636,17.818322,5.300000,Her,,
    SAO 101951,16.134594,17.046922,5.300000,Her,,
    SAO 101952,16.134698,17.054483,6.500000,Her,,
    SAO 101962,16.146282,17.205772,6.100000,Her,,
    SAO 101994,16.191320,16.665703,5.900000,Her,,
    SAO 102040,16.257965,18.808283,5.900000,Her,,
    SAO 102107,16.365338,19.153147,3.800000,Her,,
    SAO 102153,16.423602,14.033244,4.500000,Her,,
    SAO 102165,16.436526,11.407508,6.200000,Her,,
    SAO 102234,16.543418,11.488011,4.900000,Her,,
    SAO 102259,16.590646,17.057350,6.300000,Her,,
    SAO 102271,16.611938,15.498050,6.300000,Her,,
    SAO 102278,16.630003,13.687175,6.200000,Her,,
    SAO 102314,16.680939,12.394908,6.000000,Her,,
    SAO 102365,16.756262,15.745344,5.800000,Her,,
    SAO 102393,16.802469,13.590417,6.300000,Her,,
    SAO 102410,16.826286,13.261267,6.000000,Her,,
    SAO 102434,16.864962,14.941508,5.900000,Her,,
    SAO 102435,16.868014,14.974189,6.400000,Her,,
    SAO 102474,16.921106,13.619856,6.200000,Her,,
    SAO 102476,16.922834,18.433292,5.600000,Her,,
    SAO 102496,16.958889,13.884131,6.500000,Her,,
    SAO 102536,17.025842,14.949528,6.200000,Her,,
    SAO 102553,17.052180,14.091858,5.100000,Her,,
    SAO 102554,17.052895,14.511100,6.500000,Her,,
    SAO 102564,17.060910,13.605317,5.900000,Her,,
    SAO 102569,17.066117,13.567411,6.100000,Her,,
    SAO 102579,17.078145,19.599050,6.100000,Her,,
    SAO 102584,17.089638,12.740867,4.900000,Her,,
    SAO 102680,17.244134,14.390347,3.500000,Her,,
    SAO 102681,17.244228,14.390025,5.400000,Her,,
    SAO 102724,17.301378,17.317922,5.900000,Her,,
    SAO 102757,17.338575,18.057114,5.200000,Her,,
    SAO 102805,17.408751,16.301056,5.700000,Her,,
    SAO 102806,17.409389,15.606217,6.300000,Her,,
    SAO 102819,17.431776,16.917369,6.300000,Her,,
    SAO 102912,17.556339,19.256678,5.600000,Her,,
    SAO 102917,17.560919,16.317514,5.700000,Her,,
    SAO 102928,17.574231,16.503961,6.400000,Her,,
    SAO 103020,17.686384,15.178086,6.300000,Her,,
    SAO 103033,17.699635,15.952078,5.600000,Her,,
    SAO 103052,17.722761,14.295272,6.200000,Her,,
    SAO 103069,17.738133,14.410189,6.100000,Her,,
    SAO 103106,17.785565,17.697100,5.600000,Her,,
    SAO 103131,17.813302,19.255311,6.000000,Her,,
    SAO 103161,17.866253,15.325897,6.500000,Her,,
    SAO 103285,18.000951,16.750894,4.700000,Her,,
    SAO 103291,18.007696,19.505758,6.400000,Her,,
    SAO 103299,18.015890,15.093258,6.300000,Her,,
    SAO 103334,18.054092,19.612961,6.500000,Her,,
    SAO 103443,18.169078,16.476653,6.100000,Her,,
    SAO 103581,18.302134,18.131494,6.000000,Her,,
    SAO 103655,18.380284,17.826772,5.500000,Her,,
    SAO 103660,18.384133,16.687953,6.400000,Her,,
    SAO 103709,18.432043,14.966589,6.500000,Her,,
    SAO 103769,18.489094,17.984178,6.500000,Her,,
    SAO 103800,18.517897,16.928503,5.700000,Her,,
    SAO 103879,18.586830,18.203411,5.700000,Her,,
    SAO 103886,18.598107,16.975542,6.200000,Her,,
    SAO 103913,18.619167,16.198236,6.400000,Her,,
    SAO 104087,18.778177,18.705922,6.300000,Her,,
    SAO 104093,18.783687,18.181472,4.400000,Her,,
    SAO 104129,18.814828,19.328608,5.800000,Her,,
    SAO 104154,18.828484,15.934989,6.500000,Her,,
    SAO 104196,18.867199,13.965358,6.100000,Her,,
    SAO 104203,18.871806,14.535286,6.500000,Her,,
    SAO 104263,18.925086,14.384800,6.500000,Her,,
    SAO 104271,18.934412,17.995028,6.400000,Her,,
    SAO 104272,18.935047,18.105325,5.700000,Her,,
    SAO 121414,16.191574,9.712414,6.500000,Her,,
    SAO 121431,16.220965,5.021008,5.600000,Her,,
    SAO 121443,16.237082,5.902075,6.400000,Her,,
    SAO 121568,16.403007,6.948208,5.700000,Her,,
    SAO 121676,16.543253,5.521219,5.600000,Her,,
